"Iran, Islamic Rep.",5415.20963548702
Iraq,5165.71415658829
Iceland,70056.8733916213
Israel,40270.2513460448
Italy,31952.9759206841
Jamaica,5109.5526491955
Jordan,4129.75167119517
Japan,38428.0973168279
Kazakhstan,8837.45730230661
Kenya,1507.81486384924
Kyrgyz Republic,1219.82404838204
Cambodia,1384.42318730336
Kiribati,1685.16693853914
St. Kitts and Nevis,17090.1523440506
"Korea, Rep.",29742.8388613471
Kuwait,29040.3637091117
Latin America & Caribbean (excluding high income),8313.2268924449
Lao PDR,2457.37626642597
Lebanon,8523.74955005489
Liberia,456.053015423383
Libya,7998.02881906883
St. Lucia,9574.30249578155
Latin America & Caribbean,9244.40759700331
Least developed countries: UN classification,1060.00778889814
Low income,750.433044360923
Liechtenstein,0
Sri Lanka,4065.22487411082
Lower middle income,2188.00430499814
Low & middle income,4654.58347937862
Lesotho,1181.81175872882
Late-demographic dividend,8977.54185182393
Lithuania,16680.6780952339
Luxembourg,104103.036746518
Latvia,15594.2860155406
"Macao SAR, China",80892.8213291687
St. Martin (French part),0
Morocco,3007.24287724321
Monaco,0
Moldova,2289.87771873439
Madagascar,449.722381894452
Maldives,10535.7947047119
Middle East & North Africa,7349.94786335372
Mexico,8902.83082294794
Marshall Islands,3753.25629303367
Middle income,5169.12926646914
"Macedonia, FYR",5442.60994435418
Mali,824.516225735344
Malta,26945.9838821147
Myanmar,1298.88198869632
Middle East & North Africa (excluding high income),3768.7318362971
Montenegro,7669.57190649492
Mongolia,3735.16430235429
Northern Mariana Islands,0
Mozambique,415.717716654351
Mauritania,1136.76397506006
Mauritius,10547.2168347253
Malawi,338.483642385459
Malaysia,9944.90430018576
North America,58070.0661365043
Namibia,5227.18000967398
New Caledonia,0
Niger,378.060307656456
Nigeria,1968.55768113599
Nicaragua,2221.80644458727
Netherlands,48223.1554941825
Norway,75504.5662551423
Nepal,835.079846579319
Nauru,8343.8279994234
New Zealand,42940.5782879727
OECD members,38148.7696691586
Oman,15668.3666272179
Other small states,13134.4241023891
Pakistan,1547.85341366929
Panama,15087.6816327188
Peru,6571.92864469964
Philippines,2988.95270336383
Palau,13417.2902572599
Papua New Guinea,2555.85316162118
Poland,13811.6642436808
Pre-demographic dividend,1434.17969509772
Puerto Rico,0
"Korea, Dem. People’s Rep.",0
Portugal,21136.2972102005
Paraguay,4365.52616174354
West Bank and Gaza,3094.72574681783
Pacific island small states,4004.38390855487
Post-demographic dividend,42521.3204307379
French Polynesia,0
203,63505.805250213
Romania,10813.7166001986
Russia,10743.0965915463
Rwanda,748.393259996558
South Asia,1840.61637231463
Saudi Arabia,20760.9060117662
Sudan,2898.5493455104
Senegal,1033.06990554174
Singapore,57714.2966313778
Solomon Islands,2132.1150583547
Sierra Leone,499.426295360288
El Salvador,3889.30876895407
San Marino,49664.0255661766
Somalia,499.816801687482
Serbia,5900.0381075126
Sub-Saharan Africa (excluding high income),1552.50651222959
South Sudan,0
Sub-Saharan Africa,1553.76653234756
Small states,11933.395558639
Sao Tome and Principe,1912.97072158884
Suriname,5900.55648589599
Slovak Republic,17604.950976993
Slovenia,23597.2917255702
Sweden,53442.0082808022
Eswatini,3224.39302438399
Sint Maarten (Dutch part),0
Seychelles,15504.4644626854
Syrian Arab Republic,0
Chad,669.886425875931
East Asia & Pacific (IDA & IBRD countries),7202.90335523476
Europe & Central Asia (IDA & IBRD countries),8477.82953777581
Togo,617.176609668093
Thailand,6593.8198059239
Tajikistan,800.966964138605
Turkmenistan,7355.83134492492
Latin America & the Caribbean (IDA & IBRD countries),9083.07305506817
Timor-Leste,2279.25320357878
Middle East & North Africa (IDA & IBRD countries),3776.50677095942
Tonga,3944.24600134158
South Asia (IDA & IBRD),1840.61637231463
Sub-Saharan Africa (IDA & IBRD countries),1553.76653234756
Trinidad and Tobago,16145.1845729645
Tunisia,3490.82829288382
Turkey,10540.617998709
Tuvalu,3549.97474128384
Tanzania,936.330767971897
Uganda,604.04274819749
Ukraine,2639.82432586795
Upper middle income,8605.07597021871
Uruguay,16245.5983677431
United States,59531.661964344
Uzbekistan,1504.22654579673
St. Vincent and the Grenadines,7185.17911889887
Venezuela,0
British Virgin Islands,0
Virgin Islands (U.S.),0
Vietnam,2343.12457457605
Vanuatu,3123.61459213652
World,10714.4659540052
Samoa,4360.75395043828
Kosovo,3893.96982393753
Yemen,0
South Africa,6160.73456881527
Zambia,1509.79701345174
Zimbabwe,1079.60829052607
